Customer ID,Previous Purchases,Payment Method,Frequency of Purchases
3359,26,Cash,Annually
3360,29,Debit Card,Monthly
3361,47,Cash,Every 3 Months
3362,47,Credit Card,Bi-Weekly
3363,48,Venmo,Fortnightly
3364,46,Bank Transfer,Bi-Weekly
3365,7,Credit Card,Monthly
3366,45,Credit Card,Every 3 Months
3367,47,Debit Card,Quarterly
3368,6,Venmo,Fortnightly
3369,29,Bank Transfer,Every 3 Months
3370,42,Cash,Monthly
3371,46,Cash,Fortnightly
3372,28,PayPal,Annually
3373,14,Credit Card,Every 3 Months
3374,12,Debit Card,Every 3 Months
3375,41,Debit Card,Annually
3376,8,Credit Card,Annually
3377,24,Cash,Quarterly
3378,18,PayPal,Fortnightly
3379,6,Cash,Quarterly
3380,40,Cash,Weekly
3381,6,PayPal,Every 3 Months
3382,27,Credit Card,Quarterly
3383,2,Bank Transfer,Weekly
3384,39,Venmo,Bi-Weekly
3385,9,Venmo,Quarterly
3386,16,Credit Card,Every 3 Months
3387,36,Cash,Quarterly
3388,2,Credit Card,Bi-Weekly
3389,21,Credit Card,Weekly
3390,39,Venmo,Annually
3391,38,PayPal,Annually
3392,6,Debit Card,Every 3 Months
3393,6,Venmo,Bi-Weekly
3394,50,Debit Card,Monthly
3395,9,PayPal,Annually
3396,15,Debit Card,Every 3 Months
3397,5,PayPal,Quarterly
3398,13,Bank Transfer,Bi-Weekly
3399,44,Cash,Fortnightly
3400,36,Debit Card,Annually
3401,18,Venmo,Fortnightly
3402,39,Credit Card,Weekly
3403,11,PayPal,Every 3 Months
3404,1,Cash,Bi-Weekly
3405,34,Credit Card,Annually
3406,47,Bank Transfer,Bi-Weekly
3407,24,Venmo,Quarterly
3408,20,Cash,Quarterly
3409,11,Bank Transfer,Annually
3410,3,Credit Card,Every 3 Months
3411,38,Bank Transfer,Bi-Weekly
3412,45,Cash,Weekly
3413,31,Venmo,Quarterly
3414,16,PayPal,Bi-Weekly
3415,3,Bank Transfer,Quarterly
3416,15,Bank Transfer,Annually
3417,11,Bank Transfer,Every 3 Months
3418,22,Debit Card,Fortnightly
3419,35,Debit Card,Annually
3420,5,Venmo,Bi-Weekly
3421,35,PayPal,Bi-Weekly
3422,27,PayPal,Weekly
3423,9,Venmo,Monthly
3424,21,PayPal,Bi-Weekly
3425,23,Credit Card,Monthly
3426,3,Debit Card,Bi-Weekly
3427,31,Credit Card,Annually
3428,44,Cash,Annually
3429,20,Venmo,Monthly
3430,34,Debit Card,Weekly
3431,17,Bank Transfer,Every 3 Months
3432,20,Venmo,Annually
3433,46,PayPal,Every 3 Months
3434,28,PayPal,Annually
3435,6,Venmo,Fortnightly
3436,50,Debit Card,Bi-Weekly
3437,41,Bank Transfer,Monthly
3438,50,PayPal,Annually
3439,33,Credit Card,Monthly
3440,25,Venmo,Quarterly
3441,2,PayPal,Weekly
3442,15,Credit Card,Annually
3443,12,PayPal,Weekly
3444,28,Cash,Bi-Weekly
3445,12,Bank Transfer,Bi-Weekly
3446,3,Debit Card,Annually
3447,20,Cash,Weekly
3448,3,Bank Transfer,Bi-Weekly
3449,32,Bank Transfer,Fortnightly
3450,35,Cash,Monthly
3451,31,PayPal,Monthly
3452,13,Credit Card,Annually
3453,3,Venmo,Fortnightly
3454,48,Venmo,Bi-Weekly
3455,15,PayPal,Bi-Weekly
3456,13,Venmo,Annually
3457,21,Venmo,Monthly
3458,29,Cash,Fortnightly
3459,24,Venmo,Quarterly
3460,21,PayPal,Annually
3461,5,Bank Transfer,Bi-Weekly
3462,47,Cash,Quarterly
3463,34,Credit Card,Every 3 Months
3464,45,PayPal,Fortnightly
3465,12,PayPal,Annually
3466,31,Debit Card,Weekly
3467,43,Bank Transfer,Annually
3468,5,Credit Card,Annually
3469,36,Debit Card,Quarterly
3470,12,Cash,Annually
3471,31,Cash,Bi-Weekly
3472,31,Cash,Bi-Weekly
3473,15,Debit Card,Weekly
3474,11,Cash,Weekly
3475,18,Venmo,Monthly
3476,9,Cash,Quarterly
3477,11,Cash,Weekly
3478,38,Debit Card,Bi-Weekly
3479,42,PayPal,Quarterly
3480,41,Cash,Monthly
3481,45,PayPal,Monthly
3482,41,Debit Card,Bi-Weekly
3483,35,Debit Card,Weekly
3484,21,Credit Card,Every 3 Months
3485,13,Credit Card,Bi-Weekly
3486,23,Debit Card,Fortnightly
3487,6,PayPal,Weekly
3488,39,Bank Transfer,Annually
3489,7,Cash,Quarterly
3490,32,PayPal,Every 3 Months
3491,43,Credit Card,Quarterly
3492,15,Cash,Monthly
3493,48,Bank Transfer,Annually
3494,35,Credit Card,Weekly
3495,41,PayPal,Quarterly
3496,14,Cash,Weekly
3497,22,PayPal,Monthly
3498,16,Venmo,Every 3 Months
3499,2,Bank Transfer,Bi-Weekly
3500,13,PayPal,Every 3 Months
3501,38,Debit Card,Fortnightly
3502,43,Bank Transfer,Weekly
3503,26,Bank Transfer,Quarterly
3504,39,Cash,Weekly
3505,50,Venmo,Monthly
3506,40,Bank Transfer,Every 3 Months
3507,12,Cash,Fortnightly
3508,33,Credit Card,Every 3 Months
3509,49,Bank Transfer,Weekly
3510,43,Venmo,Bi-Weekly
3511,14,Venmo,Monthly
3512,21,Credit Card,Every 3 Months
3513,31,Debit Card,Quarterly
3514,29,Credit Card,Fortnightly
3515,32,Cash,Monthly
3516,16,Debit Card,Bi-Weekly
3517,38,PayPal,Bi-Weekly
3518,34,Debit Card,Every 3 Months
3519,30,PayPal,Quarterly
3520,14,Bank Transfer,Fortnightly
3521,33,Bank Transfer,Monthly
3522,35,Venmo,Weekly
3523,13,Cash,Quarterly
3524,30,Cash,Fortnightly
3525,30,Credit Card,Monthly
3526,47,Bank Transfer,Annually
3527,1,PayPal,Every 3 Months
3528,1,Cash,Weekly
3529,33,PayPal,Annually
3530,43,Bank Transfer,Weekly
3531,37,PayPal,Weekly
3532,23,Cash,Quarterly
3533,12,Credit Card,Annually
3534,30,Venmo,Fortnightly
3535,7,Cash,Weekly
3536,20,Debit Card,Monthly
3537,10,Venmo,Monthly
3538,40,Credit Card,Every 3 Months
3539,21,Venmo,Monthly
3540,17,Credit Card,Bi-Weekly
3541,5,Bank Transfer,Weekly
3542,22,PayPal,Annually
3543,5,Venmo,Weekly
3544,18,PayPal,Every 3 Months
3545,42,Cash,Every 3 Months
3546,22,Debit Card,Annually
3547,37,Bank Transfer,Bi-Weekly
3548,23,Credit Card,Annually
3549,47,Debit Card,Fortnightly
3550,11,Bank Transfer,Fortnightly
3551,32,Cash,Weekly
3552,20,Venmo,Weekly
3553,3,PayPal,Quarterly
3554,32,Bank Transfer,Weekly
3555,5,Credit Card,Fortnightly
3556,45,Cash,Quarterly
3557,43,Cash,Bi-Weekly
3558,1,PayPal,Every 3 Months
3559,9,Venmo,Quarterly
3560,13,Venmo,Every 3 Months
3561,5,Credit Card,Annually
3562,39,Credit Card,Fortnightly
3563,7,Bank Transfer,Weekly
3564,8,Credit Card,Every 3 Months
3565,40,Venmo,Annually
3566,35,PayPal,Monthly
3567,14,Venmo,Monthly
3568,26,Credit Card,Monthly
3569,14,PayPal,Quarterly
3570,9,Bank Transfer,Fortnightly
3571,32,Debit Card,Annually
3572,15,Bank Transfer,Every 3 Months
3573,25,Credit Card,Monthly
3574,27,PayPal,Monthly
3575,39,Bank Transfer,Quarterly
3576,49,Venmo,Bi-Weekly
3577,12,Venmo,Bi-Weekly
3578,13,Bank Transfer,Weekly
3579,22,Bank Transfer,Quarterly
3580,19,Credit Card,Every 3 Months
3581,3,Cash,Bi-Weekly
3582,50,Credit Card,Weekly
3583,15,PayPal,Annually
3584,44,Credit Card,Every 3 Months
3585,48,Debit Card,Monthly
3586,4,Venmo,Bi-Weekly
3587,12,PayPal,Bi-Weekly
3588,33,Debit Card,Annually
3589,40,Cash,Annually
3590,38,Cash,Every 3 Months
3591,19,Venmo,Every 3 Months
3592,38,Bank Transfer,Quarterly
3593,18,Venmo,Fortnightly
3594,24,PayPal,Monthly
3595,29,Venmo,Quarterly
3596,14,PayPal,Annually
3597,44,Cash,Fortnightly
3598,18,Bank Transfer,Quarterly
3599,19,Bank Transfer,Bi-Weekly
3600,4,Cash,Weekly
3601,25,Cash,Bi-Weekly
3602,3,PayPal,Monthly
3603,40,Debit Card,Quarterly
3604,5,Cash,Weekly
3605,17,Debit Card,Annually
3606,36,Bank Transfer,Every 3 Months
3607,41,Venmo,Annually
3608,20,Venmo,Bi-Weekly
3609,2,Cash,Every 3 Months
3610,31,Debit Card,Monthly
3611,23,Bank Transfer,Fortnightly
3612,30,Credit Card,Annually
3613,26,Cash,Every 3 Months
3614,40,Venmo,Annually
3615,19,Bank Transfer,Annually
3616,4,Credit Card,Monthly
3617,33,Debit Card,Fortnightly
3618,29,Debit Card,Monthly
3619,47,PayPal,Bi-Weekly
3620,50,Venmo,Weekly
3621,28,Credit Card,Fortnightly
3622,5,Cash,Fortnightly
3623,12,Credit Card,Annually
3624,4,PayPal,Weekly
3625,22,Bank Transfer,Bi-Weekly
3626,32,PayPal,Weekly
3627,32,Venmo,Quarterly
3628,48,Cash,Every 3 Months
3629,35,Credit Card,Monthly
3630,44,Debit Card,Fortnightly
3631,29,Cash,Weekly
3632,26,Credit Card,Monthly
3633,3,Debit Card,Quarterly
3634,1,Bank Transfer,Bi-Weekly
3635,17,PayPal,Annually
3636,17,Credit Card,Fortnightly
3637,36,Cash,Weekly
3638,32,Credit Card,Fortnightly
3639,50,PayPal,Bi-Weekly
3640,39,Venmo,Annually
3641,17,PayPal,Monthly
3642,39,Bank Transfer,Every 3 Months
3643,5,PayPal,Annually
3644,47,Debit Card,Annually
3645,18,Venmo,Weekly
3646,31,Credit Card,Every 3 Months
3647,39,Debit Card,Fortnightly
3648,12,Bank Transfer,Weekly
3649,45,Cash,Bi-Weekly
3650,33,Credit Card,Fortnightly
3651,3,PayPal,Annually
3652,5,Venmo,Every 3 Months
3653,23,Debit Card,Monthly
3654,39,Credit Card,Fortnightly
3655,10,Credit Card,Annually
3656,4,Credit Card,Bi-Weekly
3657,18,Credit Card,Monthly
3658,1,Debit Card,Every 3 Months
3659,18,PayPal,Fortnightly
3660,46,Bank Transfer,Annually
3661,13,Bank Transfer,Fortnightly
3662,5,Credit Card,Fortnightly
3663,11,Debit Card,Weekly
3664,49,Credit Card,Weekly
3665,1,Debit Card,Fortnightly
3666,11,Credit Card,Quarterly
3667,47,Cash,Every 3 Months
3668,20,Venmo,Monthly
3669,18,Venmo,Annually
3670,43,PayPal,Quarterly
3671,4,PayPal,Every 3 Months
3672,20,Venmo,Quarterly
3673,7,PayPal,Monthly
3674,31,Bank Transfer,Fortnightly
3675,41,Venmo,Fortnightly
3676,3,Bank Transfer,Monthly
3677,16,PayPal,Monthly
3678,43,Cash,Annually
3679,29,Bank Transfer,Fortnightly
3680,5,Cash,Bi-Weekly
3681,30,Debit Card,Quarterly
3682,33,Debit Card,Monthly
3683,46,Venmo,Bi-Weekly
3684,17,Venmo,Fortnightly
3685,47,Credit Card,Bi-Weekly
3686,17,Cash,Bi-Weekly
3687,17,Cash,Bi-Weekly
3688,28,Bank Transfer,Every 3 Months
3689,8,Cash,Monthly
3690,8,Bank Transfer,Quarterly
3691,4,Bank Transfer,Bi-Weekly
3692,24,PayPal,Weekly
3693,29,Cash,Fortnightly
3694,10,Venmo,Weekly
3695,11,PayPal,Bi-Weekly
3696,18,Bank Transfer,Fortnightly
3697,26,Bank Transfer,Annually
3698,39,Cash,Weekly
3699,4,Venmo,Annually
3700,24,Bank Transfer,Weekly
3701,2,Bank Transfer,Every 3 Months
3702,36,Cash,Annually
3703,36,Venmo,Weekly
3704,23,PayPal,Every 3 Months
3705,36,Credit Card,Quarterly
3706,2,Debit Card,Annually
3707,17,Cash,Bi-Weekly
3708,19,Venmo,Weekly
3709,41,PayPal,Monthly
3710,27,PayPal,Quarterly
3711,32,Bank Transfer,Fortnightly
3712,33,Cash,Annually
3713,24,PayPal,Quarterly
3714,31,Debit Card,Every 3 Months
3715,35,Credit Card,Weekly
3716,2,Bank Transfer,Monthly
3717,42,Debit Card,Every 3 Months
3718,47,Bank Transfer,Every 3 Months
3719,44,Bank Transfer,Bi-Weekly
3720,8,Bank Transfer,Every 3 Months
3721,13,Credit Card,Quarterly
3722,10,Cash,Annually
3723,1,Credit Card,Fortnightly
3724,1,Debit Card,Monthly
3725,18,Bank Transfer,Annually
3726,2,PayPal,Annually
3727,36,Debit Card,Every 3 Months
3728,17,Debit Card,Bi-Weekly
3729,1,Debit Card,Annually
3730,50,Cash,Quarterly
3731,3,Credit Card,Bi-Weekly
3732,45,PayPal,Quarterly
3733,28,PayPal,Annually
3734,6,Debit Card,Every 3 Months
3735,33,Debit Card,Every 3 Months
3736,29,PayPal,Annually
3737,2,PayPal,Every 3 Months
3738,43,PayPal,Bi-Weekly
3739,48,Cash,Fortnightly
3740,43,Credit Card,Weekly
3741,26,Debit Card,Bi-Weekly
3742,26,Debit Card,Bi-Weekly
3743,50,Credit Card,Bi-Weekly
3744,36,Debit Card,Quarterly
3745,26,Bank Transfer,Fortnightly
3746,2,Debit Card,Monthly
3747,49,PayPal,Monthly
3748,32,Bank Transfer,Bi-Weekly
3749,3,Venmo,Annually
3750,38,Venmo,Every 3 Months
3751,5,PayPal,Monthly
3752,8,Credit Card,Every 3 Months
3753,43,Venmo,Weekly
3754,22,Bank Transfer,Fortnightly
3755,10,Cash,Every 3 Months
3756,26,Credit Card,Monthly
3757,42,Debit Card,Bi-Weekly
3758,33,Cash,Weekly
3759,23,Bank Transfer,Quarterly
3760,30,Venmo,Quarterly
3761,36,PayPal,Weekly
3762,3,Venmo,Every 3 Months
3763,13,PayPal,Annually
3764,38,Cash,Every 3 Months
3765,19,Venmo,Monthly
3766,14,Bank Transfer,Bi-Weekly
3767,43,Debit Card,Annually
3768,10,Bank Transfer,Fortnightly
3769,34,Bank Transfer,Quarterly
3770,31,Venmo,Annually
3771,34,Bank Transfer,Weekly
3772,28,Venmo,Bi-Weekly
3773,35,Cash,Annually
3774,41,Cash,Quarterly
3775,48,PayPal,Fortnightly
3776,45,Cash,Quarterly
3777,10,Credit Card,Fortnightly
3778,9,Cash,Weekly
3779,30,Debit Card,Annually
3780,45,PayPal,Annually
3781,41,Venmo,Quarterly
3782,40,PayPal,Fortnightly
3783,42,PayPal,Fortnightly
3784,17,Debit Card,Fortnightly
3785,4,Venmo,Annually
3786,6,Cash,Monthly
3787,22,Venmo,Weekly
3788,46,PayPal,Every 3 Months
3789,27,Debit Card,Monthly
3790,18,Bank Transfer,Every 3 Months
3791,31,Credit Card,Weekly
3792,1,Venmo,Weekly
3793,2,PayPal,Fortnightly
3794,46,Bank Transfer,Annually
3795,27,Venmo,Weekly
3796,3,Cash,Weekly
3797,47,Bank Transfer,Quarterly
3798,20,Cash,Quarterly
3799,23,Credit Card,Annually
3800,13,Credit Card,Monthly
3801,12,Venmo,Bi-Weekly
3802,36,PayPal,Fortnightly
3803,1,Bank Transfer,Monthly
3804,14,Debit Card,Weekly
3805,45,Cash,Annually
3806,31,Credit Card,Quarterly
3807,41,PayPal,Weekly
3808,36,PayPal,Annually
3809,6,Debit Card,Bi-Weekly
3810,28,Credit Card,Annually
3811,29,Venmo,Monthly
3812,14,Cash,Monthly
3813,7,Bank Transfer,Every 3 Months
3814,31,Venmo,Bi-Weekly
3815,26,Bank Transfer,Every 3 Months
3816,12,Venmo,Fortnightly
3817,45,Credit Card,Fortnightly
3818,40,PayPal,Annually
3819,42,Cash,Monthly
3820,45,Cash,Quarterly
3821,34,Debit Card,Quarterly
3822,34,Credit Card,Every 3 Months
3823,17,PayPal,Every 3 Months
3824,27,Bank Transfer,Weekly
3825,31,Credit Card,Quarterly
3826,47,Debit Card,Fortnightly
3827,25,Bank Transfer,Annually
3828,47,Cash,Fortnightly
3829,8,Cash,Weekly
3830,32,Debit Card,Fortnightly
3831,33,Bank Transfer,Every 3 Months
3832,16,Debit Card,Every 3 Months
3833,27,Cash,Weekly
3834,17,PayPal,Every 3 Months
3835,17,Cash,Quarterly
3836,28,PayPal,Bi-Weekly
3837,38,PayPal,Fortnightly
3838,33,Bank Transfer,Fortnightly
3839,24,Venmo,Every 3 Months
3840,14,Venmo,Quarterly
3841,5,Venmo,Fortnightly
3842,8,Bank Transfer,Monthly
3843,42,Debit Card,Monthly
3844,48,Venmo,Every 3 Months
3845,40,Venmo,Quarterly
3846,46,Venmo,Annually
3847,40,PayPal,Every 3 Months
3848,31,PayPal,Fortnightly
3849,39,Cash,Every 3 Months
3850,36,PayPal,Fortnightly
3851,25,Debit Card,Every 3 Months
3852,24,Debit Card,Annually
3853,19,PayPal,Weekly
3854,49,Debit Card,Bi-Weekly
3855,4,Venmo,Annually
3856,36,Cash,Quarterly
3857,8,Debit Card,Quarterly
3858,29,Credit Card,Every 3 Months
3859,26,Credit Card,Quarterly
3860,47,Bank Transfer,Bi-Weekly
3861,44,Cash,Annually
3862,49,Credit Card,Monthly
3863,9,Venmo,Monthly
3864,28,Cash,Fortnightly
3865,1,Debit Card,Fortnightly
3866,28,Cash,Every 3 Months
3867,33,Credit Card,Fortnightly
3868,28,Credit Card,Monthly
3869,9,Cash,Annually
3870,28,Bank Transfer,Annually
3871,19,Cash,Every 3 Months
3872,20,Bank Transfer,Every 3 Months
3873,3,Cash,Monthly
3874,22,Credit Card,Weekly
3875,33,Credit Card,Bi-Weekly
3876,21,Credit Card,Annually
3877,7,Cash,Annually
3878,46,Debit Card,Monthly
3879,24,Credit Card,Annually
3880,6,Debit Card,Quarterly
3881,40,PayPal,Monthly
3882,17,Debit Card,Weekly
3883,24,Cash,Fortnightly
3884,22,Cash,Fortnightly
3885,3,PayPal,Weekly
3886,39,Cash,Quarterly
3887,40,Debit Card,Quarterly
3888,1,Credit Card,Quarterly
3889,14,Venmo,Bi-Weekly
3890,49,Bank Transfer,Annually
3891,33,Debit Card,Annually
3892,6,Bank Transfer,Quarterly
3893,5,PayPal,Fortnightly
3894,29,Bank Transfer,Bi-Weekly
3895,44,Credit Card,Every 3 Months
3896,32,Venmo,Weekly
3897,41,Bank Transfer,Bi-Weekly
3898,24,Venmo,Quarterly
3899,24,Venmo,Weekly
3900,33,Venmo,Quarterly
